사건번호,용도,시도,시군구,소재지,감정가,최저가,결과,낙찰가,낙찰율,매각일,분기
광주 2계 2025-3898,아파트형공장,광주,북구,광주 북구 연제동 1038-6 첨단리채비즈타워지식산업센터 8층 비-815호,"405,000,000","226,800,000",예정,0,0%,2026-04-02,2026_2Q
광주 7계 2025-3928,아파트,광주,북구,광주 북구 본촌동 3078 양산지구현진에버빌 105동 10층 1005호,"380,000,000","266,000,000",예정,0,0%,2026-03-24,2026_1Q
광주 8계 2025-3935,근린주택,광주,서구,광주 서구 쌍촌동 1356-6,"1,115,473,600","1,115,473,600",신건,0,0%,2026-03-12,2026_1Q
광주 9계 2025-3942,단독주택,광주,광산구,광주 광산구 수완동 367,"864,451,400","605,116,000",낙찰,"610,000,000",70.6%,2026-02-25,2026_1Q
광주 2계 2025-3997(1),아파트형공장,광주,북구,광주 북구 연제동 1038-6 첨단리채비즈타워지식산업센터 12층 비-1201호,"365,000,000","204,400,000",예정,0,0%,2026-04-02,2026_2Q
광주 2계 2025-3997(2),아파트형공장,광주,북구,광주 북구 연제동 1038-6 첨단리채비즈타워지식산업센터 12층 비-1202호,"563,000,000","315,280,000",예정,0,0%,2026-04-02,2026_2Q
광주 3계 2025-4006(1),근린상가,광주,동구,"광주 동구 용산동 665 ,666 더시너지용산 3동 1층 116호","488,000,000","273,280,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2025-4006(2),근린상가,광주,동구,"광주 동구 용산동 665 ,666 더시너지용산 4동 1층 122호","345,000,000","193,200,000",예정,0,0%,2026-04-16,2026_2Q
광주 4계 2025-4013,아파트,광주,북구,광주 북구 일곡동 850-5 호반.일신 103동 1층 101호,"145,000,000","101,500,000",낙찰,"115,100,000",79.4%,2026-01-13,2026_1Q
광주 2계 2025-4228,아파트상가,광주,남구,광주 남구 주월동 1320 양우내안애프레스티지 112동 2층 201호,"835,000,000","584,500,000",예정,0,0%,2026-04-02,2026_2Q
광주 4계 2025-4235,아파트,광주,동구,광주 동구 금남로5가 154-1 금남로에이엠시티하이클래스 10층 1213호,"49,000,000","34,300,000",낙찰,"37,490,000",76.5%,2026-01-13,2026_1Q
광주 5계 2025-4242,오피스텔(상가),광주,서구,광주 서구 치평동 1208 골든빌 지하층 비105호,"149,000,000","66,752,000",예정,0,0%,2026-04-15,2026_2Q
광주 3계 2025-4259,아파트,광주,광산구,광주 광산구 쌍암동 676-3 첨단센트럴파크2차 202동 16층 1609호,"169,000,000","75,712,000",낙찰,"167,500,000",99.1%,2026-03-05,2026_1Q
광주 7계 2025-4266,단독주택,광주,남구,광주 남구 백운동 380-21,"86,980,320","60,887,000",예정,0,0%,2026-03-24,2026_1Q
광주 9계 2025-4297,단독주택,광주,북구,광주 북구 운암동 411-24,"201,944,080","141,361,000",예정,0,0%,2026-04-08,2026_2Q
광주 4계 2025-4341,오피스텔(주거),광주,서구,광주 서구 치평동 1202-2 랜드피아 11층 1151호,"54,000,000","24,192,000",예정,0,0%,2026-04-07,2026_2Q
광주 3계 2025-4464,답,광주,광산구,광주 광산구 본덕동 495-4,"134,670,000","94,269,000",예정,0,0%,2026-04-16,2026_2Q
광주 4계 2025-4471,아파트,광주,남구,광주 남구 방림동 556 모아 107동 15층 1603호,"201,000,000","140,700,000",낙찰,"153,037,000",76.1%,2026-01-13,2026_1Q
광주 3계 2025-4549,아파트,광주,광산구,광주 광산구 쌍암동 682-1 에이엠시티5차 12층 1210호,"87,000,000","48,720,000",낙찰,"48,720,000",56.0%,2026-01-22,2026_1Q
광주 2계 2025-4570,단독주택,광주,동구,광주 동구 산수동 164-11,"155,071,850","108,551,000",예정,0,0%,2026-04-02,2026_2Q
광주 4계 2025-4594,아파트상가,광주,광산구,광주 광산구 월계동 759-3 첨단과학산업기지라인3차 상가동 지하층 102호,"254,000,000","113,792,000",예정,0,0%,2026-04-07,2026_2Q
광주 11계 2025-4648,차량,광주,서구,광주 서구 벽진동 537-1 하나로에프앤시(010-5372-2362)내 보관,"30,000,000","21,000,000",예정,0,0%,2026-04-14,2026_2Q
광주 5계 2025-4716,공장,광주,광산구,"광주 광산구 광산동 182-7 ,182-8","653,998,980","366,240,000",예정,0,0%,2026-04-15,2026_2Q
광주 6계 2025-4747,아파트,광주,북구,광주 북구 우산동 2-1 은하 1동 1층 103호,"89,000,000","89,000,000",신건,0,0%,2026-03-11,2026_1Q
광주 9계 2025-4778,아파트,광주,북구,"광주 북구 오치동 925-1 ,942-1 금호타운 102동 7층 701호","110,000,000","77,000,000",예정,0,0%,2026-04-08,2026_2Q
광주 6계 2025-4822,아파트,광주,북구,광주 북구 신용동 737 광주첨단2지구사랑으로부영 116동 4층 404호,"336,000,000","235,200,000",낙찰,"311,170,000",92.6%,2026-01-28,2026_1Q
광주 7계 2025-4839,근린상가,광주,광산구,광주 광산구 수완동 1083 월드프라자 2층 203호,"430,000,000","430,000,000",변경,0,0%,2026-02-13,2026_1Q
광주 9계 2025-4853,아파트,광주,북구,광주 북구 본촌동 3077 부영사랑으로 106동 14층 1401호,"275,000,000","275,000,000",낙찰,"280,200,000",101.9%,2026-02-25,2026_1Q
광주 3계 2025-4914,아파트,광주,남구,광주 남구 진월동 249 대주 101동 1층 102호,"322,000,000","225,400,000",예정,0,0%,2026-04-16,2026_2Q
광주 4계 2025-4938,아파트,광주,북구,광주 북구 연제동 1109 연제대광로제비앙 103동 6층 605호,"430,000,000","301,000,000",낙찰,"383,670,000",89.2%,2026-01-13,2026_1Q
광주 9계 2025-4990,아파트,광주,서구,광주 서구 동천동 615 호반베르디움 501동 14층 1402호,"768,000,000","768,000,000",변경,0,0%,2026-02-25,2026_1Q
광주 10계 2025-5009,오피스텔,광주,북구,광주 북구 각화동 594 힐스테이트각화 115동 12층 1210호,"81,000,000","56,700,000",예정,0,0%,2026-03-27,2026_1Q
광주 2계 2025-5030,임야,광주,광산구,광주 광산구 서봉동 산189-9,"17,901,000","12,531,000",예정,0,0%,2026-04-02,2026_2Q
광주 3계 2025-5047,아파트,광주,서구,광주 서구 치평동 1174-3 라인동산 102동 1층 101호,"219,000,000","153,300,000",예정,0,0%,2026-04-16,2026_2Q
광주 4계 2025-5085,아파트,광주,동구,광주 동구 계림동 1827 그랜드센트럴 108동 15층 1506호,"227,000,000","227,000,000",낙찰,"227,000,000",100.0%,2026-02-24,2026_1Q
광주 3계 2025-5160,전,광주,서구,광주 서구 용두동 176-2,"30,338,330","21,237,000",예정,0,0%,2026-04-16,2026_2Q
광주 9계 2025-5221,근린상가,광주,북구,광주 북구 용전동 607-1,"2,862,366,000","2,862,366,000",낙찰,"3,000,077,700",104.8%,2026-02-25,2026_1Q
광주 6계 2025-5306,아파트,광주,북구,광주 북구 각화동 614 무등산한국아델리움어반센트럴 101동 8층 804호,"395,000,000","276,500,000",진행,0,0%,2026-03-11,2026_1Q
광주 6계 2025-5436,아파트,광주,광산구,광주 광산구 우산동 1311-1 대광로제비앙 101동 10층 1001호,"291,000,000","203,700,000",진행,0,0%,2026-03-11,2026_1Q
광주 7계 2025-5443,아파트,광주,남구,광주 남구 주월동 458-1 주월동호반베르디움1차 104동 1층 104호,"602,000,000","421,400,000",예정,0,0%,2026-03-24,2026_1Q
광주 3계 2025-5474,차량,광주,서구,광주 서구 벽진동 537-1 하나로에프앤씨내 보관(010-5372-2362),"15,000,000","6,720,000",예정,0,0%,2026-04-16,2026_2Q
광주 4계 2025-5528(1),근린상가,광주,광산구,광주 광산구 쌍암동 694-110 우원빌딩 3층 303호,"581,000,000","406,700,000",예정,0,0%,2026-04-07,2026_2Q
광주 4계 2025-5528(2),근린상가,광주,광산구,광주 광산구 쌍암동 694-110 우원빌딩 4층 401호,"1,071,000,000","749,700,000",예정,0,0%,2026-04-07,2026_2Q
광주 7계 2025-5542,단독주택,광주,동구,광주 동구 서석동 5-5 주건축물 1동,"406,191,300","284,334,000",예정,0,0%,2026-03-24,2026_1Q
광주 6계 2025-5634,아파트,광주,광산구,광주 광산구 소촌동 286-1 모아드림타운 103동 5층 507호,"166,000,000","166,000,000",신건,0,0%,2026-03-11,2026_1Q
광주 7계 2025-5658,아파트,광주,북구,"광주 북구 동림동 153-6 ,153-11,153-14,153-15,44,44-54,44-55,44-56 삼호가든유일 107동 4층 403호","80,000,000","56,000,000",예정,0,0%,2026-03-24,2026_1Q
광주 6계 2025-5733,아파트,광주,광산구,광주 광산구 우산동 1621 세계수영선수촌중흥에스-클래스센트럴 104동 3층 302호,"374,000,000","374,000,000",신건,0,0%,2026-03-11,2026_1Q
광주 7계 2025-5740,아파트,광주,서구,광주 서구 금호동 1110 아델리움로제비앙 106동 13층 1301호,"423,000,000","296,100,000",예정,0,0%,2026-03-24,2026_1Q
광주 6계 2025-5849,아파트,광주,북구,광주 북구 연제동 1009 연제2차대주피오레 202동 9층 906호,"280,000,000","280,000,000",신건,0,0%,2026-03-11,2026_1Q
광주 4계 2025-5948,단독주택,광주,남구,광주 남구 서동 46-18,"204,321,040","143,025,000",예정,0,0%,2026-04-07,2026_2Q
광주 6계 2025-5962,아파트,광주,남구,광주 남구 방림동 436-21 삼일 7동 5층 501호,"260,000,000","260,000,000",신건,0,0%,2026-03-11,2026_1Q
광주 4계 2025-6163,아파트,광주,광산구,광주 광산구 월계동 878-4 첨단에이엠-시티스카이하이2차 11층 1108호,"74,000,000","41,440,000",예정,0,0%,2026-04-07,2026_2Q
광주 4계 2025-6262(1),근린상가,광주,서구,"광주 서구 매월동 621-2 ,621-22 광주건어물유통종합상가 A동 1층 108호","223,000,000","223,000,000",정지,0,0%,2026-02-24,2026_1Q
광주 4계 2025-6262(2),근린상가,광주,서구,"광주 서구 매월동 621-2 ,621-22 광주건어물유통종합상가 A동 2층 208호","120,000,000","120,000,000",정지,0,0%,2026-02-24,2026_1Q
광주 4계 2025-6262(3),아파트,광주,동구,광주 동구 월남동 638 월남호반베르디움2차 208동 4층 402호,"215,000,000","215,000,000",정지,0,0%,2026-02-24,2026_1Q
광주 6계 2025-6286,아파트,광주,동구,광주 동구 계림동 1827 그랜드센트럴 108동 20층 2006호,"230,000,000","230,000,000",신건,0,0%,2026-03-11,2026_1Q
광주 4계 2025-6378,아파트,광주,서구,광주 서구 풍암동 929-2 광명메이루즈 102동 11층 1101호,"577,000,000","403,900,000",예정,0,0%,2026-04-07,2026_2Q
광주 13계 2025-30005,대지,광주,동구,광주 동구 산수동 552-1,"424,764,000","297,334,800",예정,0,0%,2026-04-01,2026_2Q
광주 11계 2025-30050,대지,광주,동구,광주 동구 금남로5가 4-4,"1,120,392,000","784,275,000",예정,0,0%,2026-04-14,2026_2Q
광주 12계 2025-30067,아파트,광주,서구,광주 서구 마륵동 815 광주상무역골드클래스 101동 4층 402호,"919,000,000","643,300,000",예상,0,0%,2026-04-17,2026_2Q
광주 6계 2025-30104(1),근린상가,광주,동구,광주 동구 동명동 154-64,"5,105,877,260","2,859,292,000",진행,0,0%,2026-03-11,2026_1Q
광주 6계 2025-30104(2),아파트,광주,북구,"광주 북구 두암동 72-4 ,100,111,814-7,814-8 현대 102동 18층 1801호","330,000,000","231,000,000",낙찰,"242,500,000",73.5%,2026-01-28,2026_1Q
광주 13계 2025-30166,아파트,광주,광산구,광주 광산구 쌍암동 676-3 첨단센트럴파크2차 202동 8층 804호,"190,000,000","133,000,000",예정,0,0%,2026-04-01,2026_2Q
광주 2계 2025-30180,아파트,광주,광산구,"광주 광산구 쌍암동 694-70 ,694-71,694-72 첨단도휘에드가2차 5층 511호","62,000,000","17,777,000",낙찰,"17,777,000",28.7%,2026-02-19,2026_1Q
광주 5계 2025-30203,답,광주,북구,광주 북구 청풍동 777-1,"137,907,000","77,228,000",취하,0,0%,2026-01-20,2026_1Q
광주 8계 2025-30227(2),아파트,광주,광산구,"광주 광산구 쌍암동 694-70 ,694-71,694-72 첨단도휘에드가2차 8층 803호","61,000,000","42,700,000",진행,0,0%,2026-03-12,2026_1Q
광주 12계 2025-30258,답,광주,북구,광주 북구 충효동 294,"254,232,000","177,963,000",예상,0,0%,2026-04-17,2026_2Q
광주 1계 2025-30265(3),답,광주,북구,광주 북구 충효동 67-5,"23,542,000","8,437,000",낙찰,"9,199,900",39.1%,2026-02-11,2026_1Q
광주 1계 2025-30265(4),답,광주,북구,광주 북구 충효동 293,"26,964,000","9,664,000",낙찰,"10,249,900",38.0%,2026-02-11,2026_1Q
광주 2계 2025-30302,오피스텔(주거),광주,동구,광주 동구 동명동 245-16 동명동센트럴파크 7층 714호,"159,000,000","71,232,000",유찰,0,0%,2026-01-08,2026_1Q
광주 8계 2025-30395,아파트,광주,남구,광주 남구 봉선동 988 라인하이츠 106동 1층 102호,"200,000,000","112,000,000",진행,0,0%,2026-03-12,2026_1Q
광주 11계 2025-30463,아파트,광주,남구,"광주 남구 봉선동 502 ,1157-21,1157-13,1157-20 라인 101동 14층 1404호","246,000,000","172,200,000",예정,0,0%,2026-04-14,2026_2Q
광주 12계 2025-30593,아파트,광주,서구,광주 서구 치평동 1171-6 라인대주 201동 1층 108호,"271,000,000","189,700,000",예상,0,0%,2026-04-17,2026_2Q
광주 2계 2025-30623,대지,광주,남구,광주 남구 임암동 691,"1,732,802,000","776,296,000",예정,0,0%,2026-04-02,2026_2Q
광주 10계 2025-30715(1),오피스텔(상가),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 1층 106호,"293,000,000","131,264,000",예정,0,0%,2026-03-27,2026_1Q
광주 10계 2025-30715(2),오피스텔(상가),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 1층 104호,"611,000,000","273,728,000",예정,0,0%,2026-03-27,2026_1Q
광주 11계 2025-30883,아파트,광주,북구,"광주 북구 운암동 1038-1 ,1038-25,1038-26 일신 103동 4층 402호","114,000,000","79,800,000",예정,0,0%,2026-04-14,2026_2Q
광주 10계 2025-30999,답,광주,북구,광주 북구 두암동 187-2,"248,400,000","173,880,000",예정,0,0%,2026-03-27,2026_1Q
광주 6계 2025-31022,오피스텔(주거),광주,동구,광주 동구 수기동 92 아트시티리버파크모아미래도 26층 2620호,"237,000,000","54,363,000",진행,0,0%,2026-03-11,2026_1Q
광주 12계 2025-31046,아파트,광주,북구,광주 북구 문흥동 919 대주맨션 102동 8층 822호,"55,000,000","38,500,000",예상,0,0%,2026-04-17,2026_2Q
광주 7계 2025-31145,근린상가,광주,광산구,"광주 광산구 월계동 892-8 ,892-10,892-14,892-19 아크레타첨단주건축물 1동 1층 106호","527,000,000","188,877,000",예정,0,0%,2026-03-24,2026_1Q
광주 9계 2025-31152,근린상가,광주,광산구,광주 광산구 수완동 1434 1층 104호,"1,750,000,000","1,750,000,000",정지,0,0%,2026-01-14,2026_1Q
광주 3계 2025-31190,근린상가,광주,동구,광주 동구 계림동 1815 푸른길두산위브 227동 지하1층 상가13호,"2,250,000,000","1,575,000,000",낙찰,"1,600,000,000",71.1%,2026-01-22,2026_1Q
광주 3계 2025-31282(1),근린상가,광주,남구,광주 남구 임암동 859 SK타워 2층 204호,"514,000,000","287,840,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2025-31282(2),근린상가,광주,남구,광주 남구 임암동 859 SK타워 3층 303호,"490,000,000","274,400,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2025-31282(3),근린상가,광주,남구,광주 남구 임암동 859 SK타워 4층 403호,"467,000,000","261,520,000",예정,0,0%,2026-04-16,2026_2Q
광주 13계 2025-31466,답,광주,북구,광주 북구 신용동 479-2,"3,263,400,000","2,284,380,000",예정,0,0%,2026-04-01,2026_2Q
광주 2계 2025-31480,답,광주,북구,광주 북구 신용동 478-2,"3,962,640,000","2,773,848,000",유찰,0,0%,2026-01-08,2026_1Q
광주 5계 2025-31596(1),답,광주,북구,광주 북구 신용동 479-11,"3,309,820,000","2,316,874,000",유찰,0,0%,2026-01-21,2026_1Q
광주 5계 2025-31596(2),대지,광주,북구,광주 북구 신용동 479-6,"3,416,400,000","1,913,184,000",낙찰,"1,930,000,000",56.5%,2026-03-04,2026_1Q
광주 5계 2025-31596(3),답,광주,북구,광주 북구 신용동 478-6,"768,512,000","344,295,000",예정,0,0%,2026-04-15,2026_2Q
광주 2계 2025-31619,공장,광주,서구,"광주 서구 유촌동 601-12 ,601-1","7,408,803,540","5,186,163,000",낙찰,"5,489,990,000",74.1%,2026-01-08,2026_1Q
광주 8계 2025-31695,아파트,광주,서구,광주 서구 내방동 848 화정센트럴파크 110동 4층 404호,"180,000,000","126,000,000",낙찰,"175,100,000",97.3%,2026-01-29,2026_1Q
광주 12계 2025-31763,아파트,광주,광산구,광주 광산구 쌍암동 661-8 첨단에이엠씨티3차 8층 801호,"72,800,000","50,960,000",예상,0,0%,2026-04-17,2026_2Q
광주 11계 2025-31787,단독주택,광주,남구,광주 남구 주월동 77,"90,883,095","63,619,000",예정,0,0%,2026-04-14,2026_2Q
광주 6계 2025-31862(1),오피스텔(상가),광주,남구,광주 남구 진월동 335-11 금산빌딩 지1층 101호,"4,218,000,000","2,362,080,000",진행,0,0%,2026-03-11,2026_1Q
광주 6계 2025-31862(2),오피스텔(상가),광주,남구,광주 남구 진월동 335-11 금산빌딩 1층 201호,"1,434,000,000","803,040,000",진행,0,0%,2026-03-11,2026_1Q
광주 6계 2025-31862(3),오피스텔(상가),광주,남구,광주 남구 진월동 335-11 금산빌딩 3층 301호,"1,286,000,000","900,200,000",낙찰,"905,000,000",70.4%,2026-01-28,2026_1Q
광주 6계 2025-31862(4),오피스텔(주거),광주,남구,광주 남구 진월동 335-11 금산빌딩 4층 401호,"217,000,000","121,520,000",진행,0,0%,2026-03-11,2026_1Q
광주 6계 2025-31862(5),오피스텔(주거),광주,남구,광주 남구 진월동 335-11 금산빌딩 4층 402호,"193,000,000","108,080,000",진행,0,0%,2026-03-11,2026_1Q
광주 6계 2025-31862(6),오피스텔,광주,남구,광주 남구 진월동 335-11 금산빌딩 4층 403호,"193,000,000","108,080,000",진행,0,0%,2026-03-11,2026_1Q
광주 6계 2025-31862(7),오피스텔,광주,남구,광주 남구 진월동 335-11 금산빌딩 4층 404호,"193,000,000","108,080,000",진행,0,0%,2026-03-11,2026_1Q
광주 6계 2025-31862(8),오피스텔,광주,남구,광주 남구 진월동 335-11 금산빌딩 4층 405호,"217,000,000","121,520,000",진행,0,0%,2026-03-11,2026_1Q
광주 6계 2025-31862(9),오피스텔,광주,남구,광주 남구 진월동 335-11 금산빌딩 4층 406호,"93,000,000","52,080,000",진행,0,0%,2026-03-11,2026_1Q
광주 6계 2025-31862(10),오피스텔,광주,남구,광주 남구 진월동 335-11 금산빌딩 4층 407호,"75,000,000","42,000,000",진행,0,0%,2026-03-11,2026_1Q
광주 8계 2025-31930,아파트,광주,서구,광주 서구 치평동 1171-4 금호쌍용 202동 1층 104호,"863,000,000","604,100,000",진행,0,0%,2026-03-12,2026_1Q
광주 9계 2025-31955,오피스텔(주거),광주,광산구,"광주 광산구 쌍암동 694-105 ,694-106,694-107,694-119 쌍암동미르채리버파크오피스텔 7층 706호","130,000,000","130,000,000",낙찰,"130,000,000",100.0%,2026-01-14,2026_1Q
광주 3계 2025-31976(1),대지,광주,서구,광주 서구 유촌동 532,"190,431,250","85,314,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2025-31976(2),대지,광주,광산구,광주 광산구 송정동 918-9,"19,665,000","8,811,000",예정,0,0%,2026-04-16,2026_2Q
광주 6계 2025-31979(1),아파트,광주,북구,광주 북구 동림동 26-1 우미 102동 15층 1505호,"102,000,000","71,400,000",진행,0,0%,2026-03-11,2026_1Q
광주 6계 2025-31979(2),아파트,광주,북구,광주 북구 동림동 26-1 우미 105동 9층 901호,"100,000,000","70,000,000",진행,0,0%,2026-03-11,2026_1Q
광주 13계 2025-31981,점포,광주,북구,"광주 북구 임동 94-244 ,94-245","581,777,920","407,244,544",예정,0,0%,2026-04-01,2026_2Q
광주 12계 2025-31984,근린상가,광주,광산구,광주 광산구 고룡동 1014 가동,"2,787,192,540","1,951,035,000",예상,0,0%,2026-04-17,2026_2Q
광주 8계 2025-31990,오피스텔(상가),광주,북구,광주 북구 신안동 121-2 광주역한국아델리움 1층 103호,"409,000,000","286,300,000",진행,0,0%,2026-03-12,2026_1Q
광주 8계 2025-31998,아파트,광주,광산구,"광주 광산구 도천동 627-1 ,627-2 중흥 103동 6층 607호","114,000,000","79,800,000",진행,0,0%,2026-03-12,2026_1Q
광주 9계 2025-32000,근린주택,광주,광산구,광주 광산구 안청동 415,"3,367,520,500","1,508,649,000",예정,0,0%,2026-04-08,2026_2Q
광주 10계 2025-32001,아파트,광주,서구,"광주 서구 금호동 1077 ,1076,1080 이지스위트밸리 102동 1층 108호","248,000,000","173,600,000",낙찰,"222,123,800",89.6%,2026-02-20,2026_1Q
광주 12계 2025-32003,주상복합(상가),광주,동구,광주 동구 산수동 715 라도스하임 1층 115호,"289,000,000","202,300,000",예상,0,0%,2026-04-17,2026_2Q
광주 6계 2025-32010,아파트,광주,서구,광주 서구 쌍촌동 965-13 대림 2층 203호,"119,000,000","66,640,000",낙찰,"77,777,000",65.4%,2026-01-28,2026_1Q
광주 3계 2025-32021,오피스텔,광주,동구,"광주 동구 금남로4가 79-1 ,충장로4가 7-3,7-14 로머스파크주건축물 21층 2116호","120,000,000","67,200,000",낙찰,"80,000,000",66.7%,2026-01-22,2026_1Q
광주 8계 2025-32041,아파트,광주,북구,"광주 북구 동림동 153-11 ,153-6,153-14,153-15,44,산44-3,산45,산46 삼호가든유일 108동 12층 1207호","80,000,000","56,000,000",진행,0,0%,2026-03-12,2026_1Q
광주 9계 2025-32042,아파트,광주,북구,"광주 북구 운암동 1038-1 ,1038-25,1038-26 일신 105동 13층 1310호","109,000,000","76,300,000",예정,0,0%,2026-04-08,2026_2Q
광주 12계 2025-32045,주상복합(주거),광주,북구,광주 북구 운암동 940 운암프라자 1동 15층 1503호,"120,000,000","84,000,000",예상,0,0%,2026-04-17,2026_2Q
광주 3계 2025-32051,근린상가,광주,광산구,광주 광산구 도산동 861-11,"2,165,816,000","2,165,816,000",정지,0,0%,2026-03-05,2026_1Q
광주 5계 2025-32055,아파트,광주,서구,광주 서구 쌍촌동 137-4 신천힐탑맨션 101동 1층 103호,"113,000,000","79,100,000",낙찰,"94,185,500",83.4%,2026-01-21,2026_1Q
광주 7계 2025-32075,주상복합(주거),광주,남구,광주 남구 봉선동 1158 봉선동한국아델리움57 5층 501호,"1,830,000,000","1,281,000,000",낙찰,"1,310,000,000",71.6%,2026-02-13,2026_1Q
광주 4계 2025-32083(1),아파트,광주,서구,"광주 서구 화정동 350-14 ,쌍촌동 445-9 화정동대주피오레 203동 18층 1805호","622,000,000","348,320,000",낙찰,"370,000,000",59.5%,2026-01-13,2026_1Q
광주 4계 2025-32083(2),근린상가,광주,서구,광주 서구 매월동 948 광주산업용재유통센터 30동 2층 201호,"390,000,000","218,400,000",낙찰,"235,216,800",60.3%,2026-01-13,2026_1Q
광주 4계 2025-32083(3),근린상가,광주,서구,광주 서구 매월동 948 광주산업용재유통센터 9동 1층 105호,"86,000,000","48,160,000",낙찰,"56,850,000",66.1%,2026-01-13,2026_1Q
광주 4계 2025-32083(5),근린상가,광주,서구,광주 서구 매월동 948 광주산업용재유통센터 9동 1층 123호,"86,000,000","48,160,000",낙찰,"56,120,000",65.3%,2026-01-13,2026_1Q
광주 4계 2025-32083(6),근린상가,광주,서구,광주 서구 매월동 948 광주산업용재유통센터 9동 1층 124호,"86,000,000","48,160,000",낙찰,"56,120,000",65.3%,2026-01-13,2026_1Q
광주 9계 2025-32096(1),아파트형공장,광주,광산구,광주 광산구 오선동 270-106 지식산업센터케이비아이하남 7층 에이-713호,"260,000,000","182,000,000",예정,0,0%,2026-04-08,2026_2Q
광주 9계 2025-32096(2),아파트형공장,광주,광산구,광주 광산구 오선동 270-106 지식산업센터케이비아이하남 9층 씨-901호,"87,000,000","60,900,000",예정,0,0%,2026-04-08,2026_2Q
광주 12계 2025-32098,아파트,광주,북구,광주 북구 두암동 329 반석힐라 101동 5층 511호,"48,000,000","33,600,000",예상,0,0%,2026-04-17,2026_2Q
광주 1계 2025-32099,아파트,광주,서구,광주 서구 화정동 858-2 럭키염주 1동 10층 1005호,"197,000,000","110,320,000",낙찰,"141,890,170",72.0%,2026-01-07,2026_1Q
광주 5계 2025-32106(1),아파트상가,광주,서구,광주 서구 쌍촌동 1385 상무한국아델리움 132동 1층 119호,"419,000,000","187,712,000",유찰,0,0%,2026-01-21,2026_1Q
광주 5계 2025-32106(2),아파트상가,광주,서구,광주 서구 쌍촌동 1385 상무한국아델리움 132동 2층 206호,"96,000,000","43,008,000",유찰,0,0%,2026-01-21,2026_1Q
광주 5계 2025-32106(3),아파트상가,광주,서구,광주 서구 쌍촌동 1385 상무한국아델리움 132동 2층 207호,"117,000,000","52,416,000",유찰,0,0%,2026-01-21,2026_1Q
광주 5계 2025-32106(4),아파트상가,광주,서구,광주 서구 쌍촌동 1385 상무한국아델리움 132동 2층 208호,"352,000,000","157,696,000",유찰,0,0%,2026-01-21,2026_1Q
광주 5계 2025-32106(5),아파트상가,광주,서구,광주 서구 쌍촌동 1385 상무한국아델리움 132동 2층 209호,"298,000,000","133,504,000",유찰,0,0%,2026-01-21,2026_1Q
광주 9계 2025-32109,아파트,광주,광산구,광주 광산구 신창동 1110 신창3차부영사랑으로 313동 14층 1405호,"208,000,000","145,600,000",낙찰,"207,700,000",99.9%,2026-01-14,2026_1Q
광주 3계 2025-32115,아파트,광주,남구,광주 남구 주월동 450-91 현대 101동 8층 806호,"136,000,000","95,200,000",취하,0,0%,2026-03-05,2026_1Q
광주 10계 2025-32126,아파트,광주,광산구,광주 광산구 월계동 757-5 모아 103동 1층 101호,"314,000,000","219,800,000",예정,0,0%,2026-03-27,2026_1Q
광주 1계 2025-32131,단독주택,광주,북구,광주 북구 중흥동 70-3,"67,674,110","30,318,000",예정,0,0%,2026-04-01,2026_2Q
광주 6계 2025-32137,오피스텔(주거),광주,서구,광주 서구 농성동 417-36 어반센트럴 18층 1806호,"255,000,000","58,492,000",진행,0,0%,2026-03-11,2026_1Q
광주 3계 2025-32153,아파트,광주,남구,광주 남구 노대동 827 송화레이크힐 505동 5층 501호,"286,000,000","200,200,000",낙찰,"245,600,000",85.9%,2026-03-05,2026_1Q
광주 12계 2025-32160,아파트,광주,광산구,"광주 광산구 쌍암동 660-7 ,660-8 에이엠시티4차 5층 503호","76,000,000","76,000,000",낙찰,"76,980,000",101.3%,2026-01-23,2026_1Q
광주 8계 2025-32169,근린상가,광주,서구,광주 서구 치평동 1326 세정아울렛 2층 207호,"2,631,000,000","2,631,000,000",신건,0,0%,2026-03-12,2026_1Q
광주 10계 2025-32173,근린주택,광주,북구,광주 북구 운암동 442-2,"514,456,000","514,456,000",예정,0,0%,2026-03-27,2026_1Q
광주 3계 2025-32177,아파트,광주,광산구,광주 광산구 쌍암동 676-3 첨단센트럴파크2차 202동 5층 505호,"186,000,000","104,160,000",낙찰,"104,160,000",56.0%,2026-01-22,2026_1Q
광주 5계 2025-32210,대지,광주,남구,광주 남구 백운동 574-80,"272,160,000","97,542,000",예상,0,0%,2026-04-15,2026_2Q
광주 6계 2025-32211,아파트,광주,북구,광주 북구 용봉동 17-2 성산 3동 1층 107호,"174,000,000","97,440,000",진행,0,0%,2026-03-11,2026_1Q
광주 8계 2025-32214,대지,광주,남구,광주 남구 임암동 786,"1,770,782,000","793,310,000",낙찰,"803,100,000",45.4%,2026-01-29,2026_1Q
광주 11계 2025-32217,아파트상가,광주,광산구,"광주 광산구 도산동 782 ,737-3,737-4,789,1250-3 호반 상가동 지하층 101호","138,000,000","96,600,000",예정,0,0%,2026-04-14,2026_2Q
